Municipio,Cargo,Numero_Candidato,Nome_Completo,Nome_Urna,Tipo_Agremiacao,Partido,UF_Nascimento,Mun_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Ocupacao,Despesas_Max_Partido,Reeleicao,Declar_Bens
OURÉM,VEREADOR,40040,ANTONIO OLIVEIRA DA SILVA,ANTHONY OLIVEIRA,PARTIDO ISOLADO,PSB,PA,OURÉM,33,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,AGRICULTOR,19335.49,N,S
MOJU,VEREADOR,13123,PAULO EDUARDO COSTA DE OLIVEIRA,PAULO EDUARDO,PARTIDO ISOLADO,PT,PA,BELÉM,32,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
AURORA DO PARÁ,VEREADOR,77234,ROZIANE DE OLIVEIRA PANTOJA,ZANE,PARTIDO ISOLADO,SOLIDARIEDADE,PA,SÃO DOMINGOS DO CAPIM,33,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,S
RURÓPOLIS,VEREADOR,15678,MARIA SILVA,MARIA SILVA,PARTIDO ISOLADO,MDB,PA,ITUPIRANGA,32,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,DONA DE CASA,23250.68,N,S
CURIONÓPOLIS,VEREADOR,22345,RAMOM MARQUES DE OLIVEIRA,RAMOM MARQUES,PARTIDO ISOLADO,PL,TO,ARAGUATINS,33,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,25848.36,N,S
SANTANA DO ARAGUAIA,VEREADOR,40444,JOSIVAN FRANCISCO DA SILVA,JOSIVAN,PARTIDO ISOLADO,PSB,TO,ARAGUACEMA,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,"PADEIRO, CONFEITEIRO E ASSEMELHADOS",16951.89,N,S
SANTA LUZIA DO PARÁ,VEREADOR,15789,OZIRES DE LIMA ALVES,OZIRES ALVES,PARTIDO ISOLADO,MDB,PA,SANTA LUZIA DO PARÁ,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,23585.83,S,S
REDENÇÃO,VEREADOR,77123,LEONARDO PEREIRA DA COSTA,LEONARDO DA SAÚDE,PARTIDO ISOLADO,SOLIDARIEDADE,PA,REDENÇÃO,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,OUTROS,46902.06,S,S
CUMARU DO NORTE,VEREADOR,14345,JESSICA TRAJANO BORGES,JESSICA DO CARMELO,PARTIDO ISOLADO,PTB,PA,RIO MARIA,24,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,DONA DE CASA,12307.75,N,S
TUCUMÃ,VEREADOR,55365,ROBSON FONSECA SOUZA,ROBSON DA LOCADORA,PARTIDO ISOLADO,PSD,TO,COLINAS DO TOCANTINS,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,OUTROS,130384.6,N,S
CANAÃ DOS CARAJÁS,VEREADOR,51100,ORISDALVO SILVA SANTOS,ORIS SANTOS,PARTIDO ISOLADO,PATRIOTA,GO,POSSE,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,87466.1,N,N
ABAETETUBA,VEREADOR,20100,EMERSON FRANCISCO VIANA BRITO,PISICA,PARTIDO ISOLADO,PSC,PA,BARCARENA,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,37269.99,N,N
TAILÂNDIA,VEREADOR,19888,JOSE RAIMUNDO DA ROCHA,ROCHA,PARTIDO ISOLADO,PODE,PI,SÃO LUIS DO PIAUÍ,62,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,OUTROS,20238.9,N,S
ANAJÁS,VEREADOR,25999,JAUZI LOBATO DE VASCONCELOS,DIBA,PARTIDO ISOLADO,DEM,PA,ANAJÁS,43,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,TRABALHADOR RURAL,12307.75,N,S
SOURE,VEREADOR,13555,AMANDA CRISTINA DIAS SEABRA,AMANDA DIAS,PARTIDO ISOLADO,PT,PA,SOURE,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,PESCADOR,15977.14,N,S
CURRALINHO,VEREADOR,13321,DORIETE OLIVEIRA BARATINHA,DORIETE,PARTIDO ISOLADO,PT,PA,CURRALINHO,34,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,15568.96,N,S
BRASIL NOVO,VEREADOR,28000,DINAMAR GUERRA DE ALMEIDA,DINAMAR GUERRA,PARTIDO ISOLADO,PRTB,MG,POCRANE,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,PECUARISTA,20532.13,N,S
CASTANHAL,VEREADOR,11333,DANUZIA LOUREIRO DA COSTA,DANUZIA COSTA,PARTIDO ISOLADO,PP,PA,CASTANHAL,32,FEMININO,ENSINO MÉDIO INCOMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,DONA DE CASA,53698.78,N,S
SANTA MARIA DAS BARREIRAS,VEREADOR,14555,DEBORA MACHADO DA SILVA,DEBORA MACHADO,PARTIDO ISOLADO,PTB,PA,ELDORADO DOS CARAJÁS,33,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,OUTROS,12307.75,N,S
PARAUAPEBAS,VEREADOR,33782,ANGELA MARIA SIRQUEIRA DA SILVA,ANGELA SIRQUEIRA,PARTIDO ISOLADO,PMN,PA,CONCEIÇÃO DO ARAGUAIA,38,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,211925.15,N,S
BAIÃO,VEREADOR,55567,JOSÉ AMILTON DIAS PASTANA,IRMÃO AMILTON,PARTIDO ISOLADO,PSD,PA,BAIÃO,45,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,PESCADOR,25681.54,N,S
SÃO JOÃO DE PIRABAS,VEREADOR,25133,ANDREINA MICHELE COSTA DOS SANTOS,MICHELE SANTOS,PARTIDO ISOLADO,DEM,PA,SALINÓPOLIS,20,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,DEMONSTRADOR,25829.94,N,S
ALTAMIRA,VEREADOR,13222,SAMARA DE BARROS VIANA,SAMARA,PARTIDO ISOLADO,PT,PA,ALTAMIRA,32,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),106019.2,N,S
OURILÂNDIA DO NORTE,VEREADOR,11123,LEIDINALVA RODRIGUES SANTOS,LEIDI DO TONHO DA LUISA,PARTIDO ISOLADO,PP,PA,TUCUMÃ,32,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,91132.44,N,S
BOM JESUS DO TOCANTINS,VEREADOR,15147,CLEILSON DO NASCIMENTO DE ABREU,CLÉO ABREU WILL,PARTIDO ISOLADO,MDB,PA,SÃO JOÃO DO ARAGUAIA,36,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),12307.75,N,S
TUCURUÍ,VEREADOR,51555,WILDELEON CHAVES DA SILVA,DELEON,PARTIDO ISOLADO,PATRIOTA,MA,GRAJAÚ,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,77517.41,N,S
CURUÇÁ,VEREADOR,90222,IZABELA TAMARA DA COSTA CABRAL,IZABELA DA BOA VISTA,PARTIDO ISOLADO,PROS,PA,CURUÇÁ,32,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",19539.08,N,S
SÃO DOMINGOS DO CAPIM,VEREADOR,22555,AMILTON ROSA DE OLIVEIRA,BITA ,PARTIDO ISOLADO,PL,PA,SÃO DOMINGOS DO CAPIM,34,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,15772.81,N,S
VISEU,VEREADOR,55345,LINDACI PEREIRA DE SOUZA,LINDACI DE SOUZA,PARTIDO ISOLADO,PSD,PA,VISEU,32,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,16452.69,N,S
PACAJÁ,VEREADOR,51555,PAULO DA SILVA DE ARAUJO,PAULO PACAJÁ,PARTIDO ISOLADO,PATRIOTA,MA,TUNTUM,33,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,16538.56,N,S
MARABÁ,VEREADOR,10200,VALDIONE FRANCISCO DA SILVA,VALDIONE FRANCISCO,PARTIDO ISOLADO,REPUBLICANOS,MA,BACABAL,41,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,VIÚVO(A),PARDA,OUTROS,238660.11,N,S
SANTARÉM,VEREADOR,20100,MURILO JOSÉ TOLENTINO DE MATOS,ENF MURILO TOLENTINO,PARTIDO ISOLADO,PSC,PA,SANTARÉM,31,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ENFERMEIRO,83396.64,N,S
PORTO DE MOZ,VEREADOR,55400,MADISON PEREIRA MONTEIRO,IRMÃO MADISON,PARTIDO ISOLADO,PSD,PA,ABAETETUBA,80,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
SANTANA DO ARAGUAIA,VEREADOR,55380,ANTÔNIO MARCOS ALVES DA SILVA,MARCÃO DO POVO,PARTIDO ISOLADO,PSD,PI,CASTELO DO PIAUÍ,36,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,16951.89,N,S
ANANINDEUA,VEREADOR,90234,ADRIANA SARITA GUEDES VIEIRA,ADRIANA SARITA,PARTIDO ISOLADO,PROS,AP,MACAPÁ,44,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,115386.04,N,S
CONCEIÇÃO DO ARAGUAIA,VEREADOR,20220,DAMIÃO PEREIRA DA SILVA,DAMIÃO,PARTIDO ISOLADO,PSC,PA,REDENÇÃO,31,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),SEM INFORMAÇÃO,EMPRESÁRIO,61432.14,N,S
ANAJÁS,VEREADOR,40111,CLOE SAZAQUE MAIA DE OLIVEIRA,SAZAQUE MAIA,PARTIDO ISOLADO,PSB,AP,AMAPÁ,44,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,12307.75,N,S
BELÉM,VEREADOR,15744,VANDERSON VALMIR MOREIRA DOS SANTOS,WANDER SANTOS,PARTIDO ISOLADO,MDB,PA,BELÉM,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,438043.03,N,N
JURUTI,VEREADOR,70007,JOEL BATISTA VITOR,JOEL DA GUARDA,PARTIDO ISOLADO,AVANTE,PA,ORIXIMINÁ,33,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,49904.2,N,S
CURRALINHO,VEREADOR,20222,WILLIAMS FRANÇA VALENTE,PASTOR WILLIAMS,PARTIDO ISOLADO,PSC,PA,BELÉM,34,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,OUTROS,15568.96,N,S
DOM ELISEU,VEREADOR,10012,GILDON CARLOS FERRO ANUNCIAÇÃO,PROFESSOR GILDON FERRO,PARTIDO ISOLADO,REPUBLICANOS,PA,PARAGOMINAS,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,25493.45,N,S
SANTA MARIA DO PARÁ,VEREADOR,13322,MAURICIO DE LIMA,MAURICIO LIMA,PARTIDO ISOLADO,PT,PA,SANTA MARIA DO PARÁ,33,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OCUPANTE DE CARGO EM COMISSÃO,30015.81,N,S
SÃO DOMINGOS DO ARAGUAIA,VEREADOR,15333,JOÃO BATISTA DA SILVA SERRA,CABO SERRA,PARTIDO ISOLADO,MDB,MA,ZÉ DOCA,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,47311.7,N,S
PORTO DE MOZ,VEREADOR,55800,JOABB DE JESUS CONCEIÇÃO,JOABB CONCEIÇÃO,PARTIDO ISOLADO,PSD,PA,PORTO DE MOZ,33,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO SUPERIOR,12307.75,N,S
BELÉM,VEREADOR,28300,MARCO ANTÔNIO GUIA DA SILVA,JÚNIOR MARCOS GARI,PARTIDO ISOLADO,PRTB,PA,BELÉM,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,FAXINEIRO,438043.03,N,S
CACHOEIRA DO ARARI,VEREADOR,12123,JAISON MORAIS BENTES,JAILSON MORAIS,PARTIDO ISOLADO,PDT,PA,CACHOEIRA DO ARARI,30,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
BELÉM,VEREADOR,28800,CAMILA CRISTINA FIGUEIREDO DA COSTA MENDES,CAMILA FIGUEIREDO,PARTIDO ISOLADO,PRTB,PA,BELÉM,24,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",438043.03,N,S
PAU D'ARCO,VEREADOR,13555,MARINÊLDE ALVES DA SILVA,IRMÃ MARINÊLDE,PARTIDO ISOLADO,PT,PI,URUÇUÍ,46,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PRETA,AGRICULTOR,12307.75,N,S
CASTANHAL,VEREADOR,40600,MAYARA DAYANE MONTEIRO SANTOS,MAYAH MONTEIRO,PARTIDO ISOLADO,PSB,PA,CASTANHAL,32,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,53698.78,N,N
RIO MARIA,VEREADOR,15100,DEVAIR GERALDA REIS,DEVAIR RODRIGUES,PARTIDO ISOLADO,MDB,PA,RIO MARIA,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,VEREADOR,12307.75,N,S
ACARÁ,VEREADOR,25611,ROSEANE RIBEIRO SOUZA,ROSINHA,PARTIDO ISOLADO,DEM,PA,ACARÁ,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,DONA DE CASA,22325.78,N,S
ALTAMIRA,VEREADOR,27000,ZENILDO CAVALCANTE MIRANDA JUNIOR,JUNINHO FIMA,PARTIDO ISOLADO,DC,PA,ALTAMIRA,31,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),BRANCA,COMERCIANTE,106019.2,N,N
BELÉM,VEREADOR,43001,SIMONE DE FATIMA CAMARÃO DE MORAES,SIMONE MORAES,PARTIDO ISOLADO,PV,PA,BELÉM,47,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,438043.03,N,N
CONCEIÇÃO DO ARAGUAIA,VEREADOR,40537,WELLINTON DE BRITO CUNHA,WELLINGTON BRITO,PARTIDO ISOLADO,PSB,PA,CONCEIÇÃO DO ARAGUAIA,31,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,VIGILANTE,61432.14,N,S
REDENÇÃO,VEREADOR,17111,MAGNO VIANA DOS SANTOS,MAGNO VIANA,PARTIDO ISOLADO,PSL,MA,AÇAILÂNDIA,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,CONTADOR,46902.06,N,S
MARITUBA,VEREADOR,36009,ALEX BRUNO SHIRAI DE ALMEIDA,BRUNO,PARTIDO ISOLADO,PTC,PA,BELÉM,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,29099.54,N,S
ÓBIDOS,VEREADOR,19051,KAREM LEIDIANE SILVEIRA DOS SANTOS,KAREM SANTOS,PARTIDO ISOLADO,PODE,PA,ÓBIDOS,32,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PEDAGOGO,12307.75,N,S
IGARAPÉ-AÇU,VEREADOR,90013,MARCOS JOSE SILVA DE LIMA,MARQUINHO CURI,PARTIDO ISOLADO,PROS,PA,IGARAPÉ-AÇU,35,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,25592.36,N,S
XINGUARA,VEREADOR,17007,JOSE MATOS DA SILVA,ZE MATTOS,PARTIDO ISOLADO,PSL,MA,VITORINO FREIRE,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,TRABALHADOR DE CONSTRUÇÃO CIVIL,16589.53,N,N
INHANGAPI,VEREADOR,65222,EMERSON MACEDO DE SOUZA,EMERSON PROMOLTER,PARTIDO ISOLADO,PC do B,PA,SANTA ISABEL DO PARÁ,40,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,S
SAPUCAIA,VEREADOR,15555,EDINA CARVALHO DE OLIVEIRA,EDINA OLIVEIRA,PARTIDO ISOLADO,MDB,PA,SAPUCAIA,33,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,12307.75,N,S
IRITUIA,VEREADOR,22888,JOSÉ ALVES DE LIMA,DEDÉ DA MOSSORÓ,PARTIDO ISOLADO,PL,PA,IRITUIA,32,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,12307.75,N,S
ALENQUER,VEREADOR,10120,RAIMUNDO NONATO DE SOUSA MESQUITA,RAIMUNDO PINTO,PARTIDO ISOLADO,REPUBLICANOS,PA,ALENQUER,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,18687.88,N,S
CACHOEIRA DO ARARI,VEREADOR,14500,ELIAS JUNIOR DOS SANTOS PORTAL,ELIAS JUNIOR,PARTIDO ISOLADO,PTB,PA,CACHOEIRA DO ARARI,33,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,PESCADOR,12307.75,N,S
COLARES,VEREADOR,90012,DARILENE GARCIA MARGALHO,DARILENE,PARTIDO ISOLADO,PROS,PA,ANANINDEUA,36,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,PESCADOR,12307.75,N,S
MOCAJUBA,VEREADOR,11115,DANIELA CARVALHO CANTÃO RAMOS,DANIELA CANTÃO,PARTIDO ISOLADO,PP,PA,MOCAJUBA,32,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PESCADOR,17706.56,N,S
AUGUSTO CORRÊA,VEREADOR,12456,EDNALDO COSTA DE SOUSA,EDNALDO COSTA,PARTIDO ISOLADO,PDT,PA,BRAGANÇA,34,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,TRABALHADOR DE CONSTRUÇÃO CIVIL,16318.14,N,N
MARITUBA,VEREADOR,51771,PAULA CRISTINA DE SOUZA SOARES,PAULA SOARES,PARTIDO ISOLADO,PATRIOTA,PA,BELÉM,33,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,MASSAGISTA,29099.54,N,S
MARABÁ,VEREADOR,45025,MESSIAS GOMES LIMA,MESSIAS GOMES,PARTIDO ISOLADO,PSDB,PA,MARABÁ,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,238660.11,N,S
ABAETETUBA,VEREADOR,22001,WILLIAM LIMA MENDES,CABO MENDES,PARTIDO ISOLADO,PL,PA,BELÉM,33,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,POLICIAL MILITAR,37269.99,N,S
RONDON DO PARÁ,VEREADOR,45789,KARINA GOMES SANTOS OLIVEIRA,KARINA,PARTIDO ISOLADO,PSDB,PA,MARABÁ,33,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,COMERCIANTE,17356.69,N,N
BREU BRANCO,VEREADOR,20123,DAVID FIGUEREDO DOS SANTOS,VIT DO ADINOEL,PARTIDO ISOLADO,PSC,PA,TUCURUÍ,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,VEREADOR,32270.52,S,S
TUCURUÍ,VEREADOR,25111,MARCOS REIS LEITE BARBOSA,REIZINHO DO SANTA MONICA,PARTIDO ISOLADO,DEM,MA,FORTUNA,45,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,77517.41,N,S
ABAETETUBA,VEREADOR,43777,DIOGO ABNER VIEGAS GUIMARÃES,DIOGO GUIMARÃES,PARTIDO ISOLADO,PV,PA,ABAETETUBA,34,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,OUTROS,37269.99,N,N
ANAJÁS,VEREADOR,15112,GLEIDIELSON SARDINHA RODRIGUES,GLEIDIELSON,PARTIDO ISOLADO,MDB,PA,ANAJÁS,34,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
SALVATERRA,VEREADOR,77777,ITALO RODRIGO DA SILVA DA COSTA,ITALO DE CONDEIXA,PARTIDO ISOLADO,SOLIDARIEDADE,PA,SALVATERRA,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
MEDICILÂNDIA,VEREADOR,15531,LILIANE CORBARI BUFFON,LILIANE BUFFON,PARTIDO ISOLADO,MDB,PA,ALTAMIRA,31,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,OUTROS,23115.71,N,S
MONTE ALEGRE,VEREADOR,90222,IZAK FELIX DOS SANTOS,IZAK FELIX,PARTIDO ISOLADO,PROS,PA,MONTE ALEGRE,30,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,22445.61,N,S
PEIXE-BOI,VEREADOR,43999,CEZAR RODRIGO DE ASSIS,RODRIGO DE ASSIS,PARTIDO ISOLADO,PV,PA,PEIXE-BOI,31,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
PARAUAPEBAS,VEREADOR,40456,RAIMUNDA DA SILVA CRUZ,RAIMUNDINHA,PARTIDO ISOLADO,PSB,MA,SÃO PEDRO DA ÁGUA BRANCA,31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,211925.15,N,S
SÃO JOÃO DA PONTA,VEREADOR,12333,DILMA DE SOUZA MARQUES,DILMA SOUZA,PARTIDO ISOLADO,PDT,PA,SÃO CAETANO DE ODIVELAS,44,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,S
CAPANEMA,VEREADOR,10113,JAIR ALBERTO CORREIA LIMA,JAIR CORREIA,PARTIDO ISOLADO,REPUBLICANOS,PA,CAPANEMA,33,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,49946.34,N,N
SALVATERRA,VEREADOR,43555,OZIMAR DE OLIVEIRA SANTOS,OZIMAR SANTOS,PARTIDO ISOLADO,PV,PA,SOURE,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,12307.75,N,S
CASTANHAL,VEREADOR,36777,IZANE SOUZA LIMA,IZANE LIMA,PARTIDO ISOLADO,PTC,PA,PARAGOMINAS,33,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ASSISTENTE SOCIAL,53698.78,N,S
NOVO REPARTIMENTO,VEREADOR,43012,SANDRA APARECIDA SOUZA RAMOS,SANDRA RAMOS,PARTIDO ISOLADO,PV,PA,PACAJÁ,29,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,49644.56,N,S
ANANINDEUA,VEREADOR,70143,KAITY DAYNE DOS SANTOS MACHADO,KAITY MACHADO,PARTIDO ISOLADO,AVANTE,PA,BELÉM,33,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,115386.04,N,S
CASTANHAL,VEREADOR,10110,LAURENO MANOEL NASCIMENTO LEMOS JUNIOR,JUNIOR LEMOS,PARTIDO ISOLADO,REPUBLICANOS,PA,CASTANHAL,34,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,53698.78,N,S
VISEU,VEREADOR,45321,JOÃO CARLOS SOUSA REIS,CASA GRANDE,PARTIDO ISOLADO,PSDB,PA,VISEU,57,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,OUTROS,16452.69,N,S
MARAPANIM,VEREADOR,10115,ALISSON SANTOS DA PAIXÃO,DJ ALISSOM,PARTIDO ISOLADO,REPUBLICANOS,PA,MARAPANIM,32,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,N
VISEU,VEREADOR,22122,WENDESON LAURINDO DE OLIVEIRA,FENA OLIVEIRA,PARTIDO ISOLADO,PL,PA,VISEU,34,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,VEREADOR,16452.69,N,S
ANANINDEUA,VEREADOR,65015,VANIA MARIA MACHADO,VANIA LOURA,PARTIDO ISOLADO,PC do B,PI,PORTO,54,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,115386.04,N,S
JACUNDÁ,VEREADOR,40333,VALTER CORDEIRO DA SILVA,TÔ NA PEGA,PARTIDO ISOLADO,PSB,PA,JACUNDÁ,32,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,15786.99,N,S
MOJU,VEREADOR,65789,CLEIDIANE CUNHA LEÃO,CLEIDE LEÃO,PARTIDO ISOLADO,PC do B,PA,TOMÉ-AÇU,30,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,12307.75,N,S
SÃO JOÃO DA PONTA,VEREADOR,13111,CRISTIANE FAVACHO DOS SANTOS,CRISTIANE,PARTIDO ISOLADO,PT,PA,CURUÇÁ,39,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,S
ABAETETUBA,VEREADOR,35777,ROSANGELA DA SILVA CARDOSO MOURA,ROZYELLY CARDOSO,PARTIDO ISOLADO,PMB,SE,LARANJEIRAS,46,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PARDA,OUTROS,37269.99,N,S
