Municipio,Cargo,Tipo_Agremiacao,Partido,UF_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Reeleicao,Declar_Bens,Valor_Total_Declarado,Situacao
BELÉM,VEREADOR,PARTIDO ISOLADO,MDB,PA,43,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,S,N,18000.0,SUPLENTE
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PSB,PA,29,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,5050.0,NÃO ELEITO
BONITO,VEREADOR,PARTIDO ISOLADO,MDB,PA,22,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,ELEITO POR QP
BELÉM,VEREADOR,PARTIDO ISOLADO,PDT,PA,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,5033.460000000002,SUPLENTE
PONTA DE PEDRAS,VEREADOR,PARTIDO ISOLADO,PTB,AM,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,4637.93,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSOL,PA,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1300.0,SUPLENTE
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PSD,PA,37,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2045.0,NÃO ELEITO
ÁGUA AZUL DO NORTE,VEREADOR,PARTIDO ISOLADO,PSDB,PA,34,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,S,S,4744.03,ELEITO POR QP
PIÇARRA,VEREADOR,PARTIDO ISOLADO,PODE,TO,34,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,152.4,NÃO ELEITO
BARCARENA,VEREADOR,PARTIDO ISOLADO,PT,PA,23,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,2621.66,NÃO ELEITO
BREVES,VEREADOR,PARTIDO ISOLADO,MDB,PA,33,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,2270.0,SUPLENTE
IPIXUNA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSB,PA,33,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,609.8,SUPLENTE
CURIONÓPOLIS,VEREADOR,PARTIDO ISOLADO,PL,PA,29,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,3000.0,SUPLENTE
SOURE,VEREADOR,PARTIDO ISOLADO,PL,PA,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,N,S,2580.0,ELEITO POR QP
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PSL,PA,33,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,1000.0,SUPLENTE
RURÓPOLIS,VEREADOR,PARTIDO ISOLADO,PT,MA,45,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,N,S,1544.27,SUPLENTE
PACAJÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,N,S,4764.0,ELEITO POR QP
CAPANEMA,VEREADOR,PARTIDO ISOLADO,DEM,PA,38,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,220.0,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,38,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,S,S,2168.4,ELEITO POR MÉDIA
BUJARU,VEREADOR,PARTIDO ISOLADO,PTB,PA,23,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,500.0,NÃO ELEITO
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,MDB,GO,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,9866.0,ELEITO POR MÉDIA
SÃO JOÃO DE PIRABAS,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,910.0,ELEITO POR QP
CURIONÓPOLIS,VEREADOR,PARTIDO ISOLADO,CIDADANIA,MA,33,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,5991.250000000001,NÃO ELEITO
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,MDB,PA,35,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,3635.0,SUPLENTE
RURÓPOLIS,VEREADOR,PARTIDO ISOLADO,PT,MA,34,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,2070.0,SUPLENTE
TUCURUÍ,VEREADOR,PARTIDO ISOLADO,PODE,SP,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,2070.5,ELEITO POR MÉDIA
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PSL,GO,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,6550.0,ELEITO POR MÉDIA
BELÉM,VEREADOR,PARTIDO ISOLADO,MDB,SE,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,S,S,157296.50000000015,ELEITO POR QP
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PATRIOTA,GO,40,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,2816.0,NÃO ELEITO
CASTANHAL,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,GO,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,4000.0,NÃO ELEITO
RONDON DO PARÁ,VEREADOR,PARTIDO ISOLADO,DEM,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,7700.0,ELEITO POR QP
VIGIA,VEREADOR,PARTIDO ISOLADO,PROS,PA,33,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,528.0,SUPLENTE
RIO MARIA,VEREADOR,PARTIDO ISOLADO,PC do B,TO,54,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,2000.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSDB,PA,48,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,2790.0,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,41,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,38,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,200.0,SUPLENTE
BARCARENA,VEREADOR,PARTIDO ISOLADO,PV,PA,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,20494.720000000005,ELEITO POR MÉDIA
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PDT,PA,29,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,350.0,NÃO ELEITO
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,ES,46,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,4445.59,ELEITO POR MÉDIA
VIGIA,VEREADOR,PARTIDO ISOLADO,MDB,PA,33,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,1500.0,ELEITO POR QP
SANTA MARIA DAS BARREIRAS,VEREADOR,PARTIDO ISOLADO,PL,GO,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),AMARELA,N,S,3465.34,SUPLENTE
XINGUARA,VEREADOR,PARTIDO ISOLADO,PT,PA,24,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,594.27,NÃO ELEITO
ACARÁ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,4300.0,ELEITO POR QP
MELGAÇO,VEREADOR,PARTIDO ISOLADO,PSDB,PA,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,N,7800.0,ELEITO POR MÉDIA
SALVATERRA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,36,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,700.0,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,DEM,PR,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,2103.9,SUPLENTE
TUCURUÍ,VEREADOR,PARTIDO ISOLADO,MDB,PA,54,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1370.0,SUPLENTE
AVEIRO,VEREADOR,PARTIDO ISOLADO,DEM,PA,48,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,1000.0,SUPLENTE
BREVES,VEREADOR,PARTIDO ISOLADO,PMN,PA,47,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,348.15,NÃO ELEITO
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PSB,PA,31,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,6028.299999999999,SUPLENTE
ANAJÁS,VEREADOR,PARTIDO ISOLADO,MDB,PA,47,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1240.0,ELEITO POR QP
SANTANA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PTB,DF,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,2200.0,SUPLENTE
BUJARU,VEREADOR,PARTIDO ISOLADO,MDB,PA,65,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,N,100.0,SUPLENTE
ANAJÁS,VEREADOR,PARTIDO ISOLADO,PODE,PA,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1805.0,SUPLENTE
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PSC,PA,48,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,N,2612.5,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PL,PA,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,363.0,SUPLENTE
SÃO MIGUEL DO GUAMÁ,VEREADOR,PARTIDO ISOLADO,PTB,PA,43,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,N,S,550.0,SUPLENTE
MOJU,VEREADOR,PARTIDO ISOLADO,PSD,PA,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,450.0,NÃO ELEITO
URUARÁ,VEREADOR,PARTIDO ISOLADO,PL,PA,25,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),BRANCA,S,S,3781.35,ELEITO POR QP
OURILÂNDIA DO NORTE,VEREADOR,PARTIDO ISOLADO,MDB,TO,47,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,30296.0,ELEITO POR QP
BRASIL NOVO,VEREADOR,PARTIDO ISOLADO,PL,TO,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,S,S,5270.0,ELEITO POR MÉDIA
BUJARU,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,47,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,900.0,SUPLENTE
BENEVIDES,VEREADOR,PARTIDO ISOLADO,MDB,PA,61,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,2000.0,SUPLENTE
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,34,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),INDÍGENA,N,S,729.27,NÃO ELEITO
TUCURUÍ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,GO,50,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,N,500.0,SUPLENTE
SANTA MARIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PT,MT,40,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,824.0,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,57,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,850.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSL,PA,68,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PARDA,N,S,4978.9,NÃO ELEITO
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,PSDB,PA,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,3359.05,SUPLENTE
CURRALINHO,VEREADOR,PARTIDO ISOLADO,PROS,PA,35,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,S,S,5264.799999999999,ELEITO POR QP
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PSB,PA,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,600.0,SUPLENTE
PAU D'ARCO,VEREADOR,PARTIDO ISOLADO,PSC,PA,27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,1000.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSB,PA,49,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,6000.0,SUPLENTE
OURILÂNDIA DO NORTE,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,TO,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,6139.799999999999,ELEITO POR QP
PLACAS,VEREADOR,PARTIDO ISOLADO,DEM,PA,33,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,1000.0,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PSL,TO,40,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,5000.0,SUPLENTE
ANAPU,VEREADOR,PARTIDO ISOLADO,MDB,PA,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,2035.9,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSB,PA,58,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,2980.1,SUPLENTE
MOJU,VEREADOR,PARTIDO ISOLADO,PSD,PA,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,421.0,NÃO ELEITO
CASTANHAL,VEREADOR,PARTIDO ISOLADO,MDB,PA,75,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,16000.0,SUPLENTE
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PC do B,MA,29,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1000.0,NÃO ELEITO
SÃO DOMINGOS DO CAPIM,VEREADOR,PARTIDO ISOLADO,PT,PA,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3094.27,ELEITO POR QP
TERRA SANTA,VEREADOR,PARTIDO ISOLADO,PSD,PA,35,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,S,N,4500.0,ELEITO POR QP
ALENQUER,VEREADOR,PARTIDO ISOLADO,PP,PA,55,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2395.0,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,MDB,GO,50,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,S,S,8123.9,ELEITO POR QP
ABAETETUBA,VEREADOR,PARTIDO ISOLADO,PL,PA,57,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,800.0,SUPLENTE
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PDT,PA,40,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),INDÍGENA,N,S,1300.0,SUPLENTE
PARAGOMINAS,VEREADOR,PARTIDO ISOLADO,PTB,GO,57,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,N,S,500.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSC,PA,52,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,498.9,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,NOVO,PA,46,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,3172.9999999999995,NÃO ELEITO
BREU BRANCO,VEREADOR,PARTIDO ISOLADO,PSD,MA,54,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,1000.0,SUPLENTE
GURUPÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,47,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3774.0,ELEITO POR QP
CURRALINHO,VEREADOR,PARTIDO ISOLADO,PT,PA,49,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,2594.0,SUPLENTE
BARCARENA,VEREADOR,PARTIDO ISOLADO,PMB,PA,55,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,N,S,600.0,NÃO ELEITO
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PROS,TO,42,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1209.35,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,DEM,PA,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,300.0,SUPLENTE
MÃE DO RIO,VEREADOR,PARTIDO ISOLADO,MDB,PA,41,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,N,S,150.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PV,PA,46,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,N,S,4476.42,NÃO ELEITO
ELDORADO DOS CARAJÁS,VEREADOR,PARTIDO ISOLADO,PTB,MA,47,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,400.0,SUPLENTE
ANAJÁS,VEREADOR,PARTIDO ISOLADO,PODE,PA,40,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,400.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,13892.0,NÃO ELEITO
IRITUIA,VEREADOR,PARTIDO ISOLADO,PSC,PA,60,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,N,2913.17,ELEITO POR MÉDIA
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,26,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,31897.45,NÃO ELEITO
SOURE,VEREADOR,PARTIDO ISOLADO,PL,PA,61,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,2700.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,59,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,120.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PT,PA,36,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,594.0,NÃO ELEITO
OURILÂNDIA DO NORTE,VEREADOR,PARTIDO ISOLADO,PL,TO,55,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,4166.0,SUPLENTE
CURRALINHO,VEREADOR,PARTIDO ISOLADO,PT,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1188.54,SUPLENTE
OEIRAS DO PARÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,49,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2154.27,NÃO ELEITO
CAMETÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,2000.0,ELEITO POR MÉDIA
BELÉM,VEREADOR,PARTIDO ISOLADO,PSB,AP,57,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,4000.0,SUPLENTE
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,36,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,455.0,NÃO ELEITO
MOJU,VEREADOR,PARTIDO ISOLADO,PSDB,PA,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2000.0,SUPLENTE
ACARÁ,VEREADOR,PARTIDO ISOLADO,PSDB,PI,64,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,4000.0,SUPLENTE
SALINÓPOLIS,VEREADOR,PARTIDO ISOLADO,PTB,PA,39,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,380.0,NÃO ELEITO
SÃO JOÃO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,MA,33,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,360.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,MDB,SP,37,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,6261.5,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PC do B,PA,45,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,91.0,NÃO ELEITO
ALENQUER,VEREADOR,PARTIDO ISOLADO,DEM,PA,27,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,150.0,SUPLENTE
PONTA DE PEDRAS,VEREADOR,PARTIDO ISOLADO,PSDB,PA,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2000.0,ELEITO POR QP
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PODE,MG,35,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),SEM INFORMAÇÃO,N,S,2160.9,NÃO ELEITO
SANTARÉM,VEREADOR,PARTIDO ISOLADO,DEM,ES,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,15500.0,SUPLENTE
ELDORADO DOS CARAJÁS,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,RR,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,3919.9,NÃO ELEITO
MEDICILÂNDIA,VEREADOR,PARTIDO ISOLADO,PDT,PA,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1994.94,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,26,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,2700.0,SUPLENTE
GARRAFÃO DO NORTE,VEREADOR,PARTIDO ISOLADO,MDB,PA,45,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,N,S,240.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PODE,CE,46,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,4295.0,NÃO ELEITO
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PROS,PA,37,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,2994.0,ELEITO POR MÉDIA
MELGAÇO,VEREADOR,PARTIDO ISOLADO,PT,PA,25,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,6308.360000000001,NÃO ELEITO
CURUÇÁ,VEREADOR,PARTIDO ISOLADO,PT,MA,50,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,869.05,SUPLENTE
PAU D'ARCO,VEREADOR,PARTIDO ISOLADO,PSD,PA,32,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,2700.0,SUPLENTE
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PSD,PA,31,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,3949.9,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,AVANTE,RO,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,240.0,SUPLENTE
MARITUBA,VEREADOR,PARTIDO ISOLADO,PSOL,PA,63,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,380.18,NÃO ELEITO
PACAJÁ,VEREADOR,PARTIDO ISOLADO,PP,ES,41,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,N,S,1750.0,NÃO ELEITO
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PDT,PA,29,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,600.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSOL,PA,29,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,N,S,137388.32,ELEITO POR QP
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PC do B,PA,44,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,400.0,NÃO ELEITO
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PSDB,PA,39,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1156.0,SUPLENTE
SÃO DOMINGOS DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PL,MG,66,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PARDA,N,S,400.0,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PP,BA,53,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,N,S,3120.38,SUPLENTE
SANTA BÁRBARA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,21,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,750.0,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PATRIOTA,ES,52,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,N,S,3294.89,SUPLENTE
RONDON DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,21,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,2343.9,SUPLENTE
