Numero_Candidato,Nome_Completo,Votos,Situacao
13130,WALDSON DO ESPIRITO SANTO PRESTES ESPINDOLA,926,ELEITO POR QP
55456,WALDRIANA DOS ANJOS DE MELO,735,ELEITO POR QP
11800,WALDOMIRO YARED FERREIRA,465,SUPLENTE
15605,WALDOMIRO CORDEIRO SOARES,451,ELEITO POR QP
17123,WALDOLIRIO IBIAPINA AZEVEDO CARVALHO,5,NÃO ELEITO
22666,WALDO PINTO PINHEIRO,200,SUPLENTE
12345,WALDIZA SAURE,53,SUPLENTE
14777,WALDIVINO ETERNO CARDOSO,223,SUPLENTE
25018,WALDIRENE FERREIRA MARTINS,0,SUPLENTE
36111,WALDIRENE DA SILVA COSTA CARVALHO,12,NÃO ELEITO
20999,WALDIRENE DA COSTA OLIVEIRA,15,SUPLENTE
30030,WALDIRENE CASTRO DE ANDRADE,29,NÃO ELEITO
55022,WALDIR SALES SANTOS,265,SUPLENTE
36777,WALDIR PALHETA ALVES,21,NÃO ELEITO
13122,WALDIR FERNANDES BARBOSA,418,ELEITO POR QP
13300,WALDIR DE MORAES PAZ,77,SUPLENTE
35555,WALDIR DE CRISTO MIRANDA,5,NÃO ELEITO
20231,WALDIR ALVES DOS SANTOS,64,SUPLENTE
12667,WALDINEZ BARROSO FERREIRA,28,SUPLENTE
19,WALDINEY PIRES MORAES,562,NÃO ELEITO
45000,WALDINETE DOS SANTOS VIANA,7,SUPLENTE
90456,WALDINEI ALVES ALENCAR,51,SUPLENTE
25500,WALDIMIR CRAVEIRO LEAL JUNIOR,18,SUPLENTE
15999,WALDILENE NEVES DE ALMEIDA,114,SUPLENTE
43243,WALDILENA ASSUNÇÃO,42,NÃO ELEITO
14555,WALDICO CASSIANO DA SILVA,105,SUPLENTE
17,WALDERLY LEAL CARVALHO,62,NÃO ELEITO
19159,WALDERINA GONÇALVES GOMES,4,SUPLENTE
70789,WALDENIZE PINHEIRO BARBOSA,25,SUPLENTE
20,WALDENICE GOMES RODRIGUES SILVA,157,NÃO ELEITO
55365,WALDENICE BARATA,17,NÃO ELEITO
25013,WALDENEZA MELO DE ANDRADE,9,SUPLENTE
20200,WALDENE NASCIMENTO DE SOUZA,127,SUPLENTE
77001,WALDEMIRO ASSIS GOMES NEGREIROS,353,NÃO ELEITO
15315,WALDEMIR PEDRO DE SOUSA,77,SUPLENTE
22222,WALDEMIR OLIVEIRA FERREIRA,123,NÃO ELEITO
20999,WALDEMIR OLIVEIRA DA COSTA,487,ELEITO POR MÉDIA
23000,WALDEMIR LISBOA E SILVA NETO D IPPOLITO,416,NÃO ELEITO
22102,WALDEMIR DE LIMA,5,NÃO ELEITO
20777,WALDEMIR DA SILVA SANTOS,27,NÃO ELEITO
11234,WALDEMIR COSTA RODRIGUES,149,SUPLENTE
22123,WALDEMIR AUGUSTO DA SILVA MACIEL,281,SUPLENTE
90456,WALDEMAR NOGUEIRA DE OLIVEIRA NETO,80,SUPLENTE
23655,WALDEMAR JOSÉ RAMOS SOARES,9,SUPLENTE
13013,WALDEMAR JOSE DA SILVA JUNIOR,73,NÃO ELEITO
36,WALDEMAR DE CASTRO NUNES FILHO,697,NÃO ELEITO
19888,WALDELUCIO PEREIRA DA COSTA,53,SUPLENTE
22000,WALDELICE ALVES DOS SANTOS SOUSA,93,SUPLENTE
13455,WALDEGNO DE JESUS RODRIGUES MACHADO,10,SUPLENTE
15015,WALDECYR LEAL DOS SANTOS,15,SUPLENTE
13000,WALDECY PEREIRA DE CARVALHO,46,NÃO ELEITO
55000,WALDECY NUNES DOS SANTOS,1125,ELEITO POR MÉDIA
51234,WALDECY CORREA MACHADO,126,SUPLENTE
70333,WALDECIR XAVIER,11,NÃO ELEITO
35123,WALDECIR PINHEIRO DA SILVA,4,NÃO ELEITO
25123,WALDECI GONÇALVES SUSSUARANA,13,SUPLENTE
40456,WALCICLEY RODRIGUES LAVOR,18,NÃO ELEITO
40159,WALBER WILLIAM COELHO COSTA,18,SUPLENTE
10321,WALBER SOUSA SILVA,10,NÃO ELEITO
15986,WALBER PRESTES DA SILVA,68,SUPLENTE
45111,WALBER PACHECO SILVA,556,SUPLENTE
45,WALBER NOGUEIRA E SILVA JUNIOR,5758,NÃO ELEITO
45112,WALBER NOGUEIRA E SILVA,350,SUPLENTE
22000,WALBER FERREIRA PAMPLONA,179,NÃO ELEITO
40321,WALACE RABELO BRAGA,139,SUPLENTE
15600,WAINYLEILA MARIA DA SILVA DE CARVALHO,155,SUPLENTE
14888,WAGNER VALES DA SILVA,50,NÃO ELEITO
22122,WAGNER SILVA MENDONÇA,146,SUPLENTE
23235,WAGNER SILVA E SILVA,7,SUPLENTE
15844,WAGNER SABINO DA SILVA,89,SUPLENTE
65678,WAGNER REIS CARVALHO,17,NÃO ELEITO
25551,WAGNER QUEIROZ DE ARRUDA,16,SUPLENTE
25333,WAGNER PONTES MAGALHÃES,382,SUPLENTE
45888,WAGNER PEREIRA SIMÃO,141,SUPLENTE
45123,WAGNER PEREIRA DE PEREIRA,342,ELEITO POR QP
19789,WAGNER OLIVEIRA DA SILVA,25,NÃO ELEITO
25555,WAGNER MORGAN LOPES,210,SUPLENTE
22100,WAGNER MARTINS DOS SANTOS,391,SUPLENTE
55222,WAGNER LUIZ PEREIRA,53,NÃO ELEITO
15400,WAGNER JOSÉ SILVA DO NASCIMENTO,162,SUPLENTE
15101,WAGNER JOSE PEREIRA MONTEIRO,9,SUPLENTE
10000,WAGNER DOS SANTOS MOREIRA,249,NÃO ELEITO
11600,WAGNER DE PAIVA PINHEIRO,111,SUPLENTE
13,WAGNER DE CASTRO TAVARES,3780,NÃO ELEITO
12000,WAGNER DAMASCENO GERHARDT,55,SUPLENTE
55777,WAGNER BANDEIRA OLIVEIRA,128,SUPLENTE
10,WAGNER BACH MARTINS,4141,NÃO ELEITO
15100,WAGNER ANDRESSON PANTOJA,41,SUPLENTE
19999,WAGNER ALVES FEITOSA,149,NÃO ELEITO
90111,WAGNER ALVES CARVALHO,603,ELEITO POR MÉDIA
20555,WADSON LEÔNCIO OLIVEIRA DO NASCIMENTO,99,NÃO ELEITO
13333,WACSOM DE SOUZA ALVES,69,NÃO ELEITO
10777,VÂNZILA FERNANDES DA ROCHA,48,SUPLENTE
13323,VÂNIA LUCIA ABREU,5,SUPLENTE
55777,VÂNIA LOPES FEITOSA,10,SUPLENTE
22777,VÂNIA DO SOCORRO RIBEIRO BRANDÃO,7,SUPLENTE
10152,VONEIDE RODRIGUES DA SILVA,37,NÃO ELEITO
55678,VLADIMIR SANTA MARIA AFONSO JUNIOR,780,SUPLENTE
70110,VLADIMIR MENDES GOMES,43,SUPLENTE
50123,VLADIMIR JUAREZ MELO BATISTA,12,NÃO ELEITO
25225,VIVIANI REIS DA LUZ PAIVA,81,SUPLENTE
65456,VIVIANI MENDES ALVES,0,SUPLENTE
11111,VIVIANI HULLE,32,NÃO ELEITO
45000,VIVIANE ROGERIA PALHETA FERREIRA,168,SUPLENTE
12777,VIVIANE FERREIRA DE SOUZA,18,SUPLENTE
50500,VIVIANE DA COSTA REIS,577,ELEITO POR QP
65655,VIVIANE CONCEIÇÃO PALHETA MONTEIRO,6,NÃO ELEITO
45222,VIVANIO SOBRINHO CIPRIANO,130,SUPLENTE
65444,VIVALDO PEREIRA DA SILVA,18,NÃO ELEITO
22333,VIVALDO MORAIS DA SILVA,119,SUPLENTE
45,VIVALDO MENDES DA CONCEIÇÃO,6306,ELEITO
15222,VIVALDO MARINHO MONTEIRO NUNES JUNIOR,68,SUPLENTE
12500,VIVALDO LOPES DE BARROS,301,SUPLENTE
11678,VIVALDO GONÇALVES DA SILVA,38,SUPLENTE
55000,VITÓRIA DA SILVA SILVA,279,SUPLENTE
51100,VITORIO DOS SANTOS SANTOS,59,NÃO ELEITO
51333,VITORINO MOREIRA DE OLIVEIRA,108,SUPLENTE
40137,VITORINA DO SOCORRO COSTA DA PAIXÃO FURTADO,54,SUPLENTE
25123,VITORIANO MARQUES PAIXÃO,263,NÃO ELEITO
55555,VITORIALDO CARDOSO TEIXEIRA,60,SUPLENTE
55112,VITORIA RAYSSA MACHADO RODRIGUES ARAUJO,5,SUPLENTE
15333,VITORIA QUARESMA MORAES,14,SUPLENTE
77000,VITORIA NICOLI MIRANDA SOUZA,21,SUPLENTE
55020,VITOR WHITNEY SANTOS OLIVA,24,NÃO ELEITO
23001,VITOR SALES CAMINHA,120,SUPLENTE
40567,VITOR LINS SOUSA FARIAS,60,SUPLENTE
70369,VITOR GOMES SOZINHO,172,SUPLENTE
19000,VITOR EDUARDO BARBOSA DE CARVALHO,137,SUPLENTE
20130,VITOR DO NASCIMENTO NETO,47,SUPLENTE
25653,VITOR BRAGA DE OLIVEIRA,5,NÃO ELEITO
70002,VITALINO PEREIRA CARVALHO,104,SUPLENTE
55321,VIRSON FERNANDES SALES,155,SUPLENTE
45666,VIRNA RAQUEL DINIZ DOS SANTOS,99,SUPLENTE
13111,VIRNA ARAUJO DA SILVA,38,NÃO ELEITO
55678,VIRGÍLIO NAZARÉ DA SILVA,56,SUPLENTE
77111,VIRGINIA DO SOCORRO PARENTE BRITO,0,NÃO ELEITO
22000,VINICIUS BARBOSA PEREIRA,326,ELEITO POR MÉDIA
55333,VINICIOS DIEGO MELO PANTOJA,160,SUPLENTE
13123,VINICIO DA SILVA NASCIMENTO,418,SUPLENTE
14888,VILZA DE NAZARE SILVA DE SOUZA,10,NÃO ELEITO
45455,VILTEMBERG MEDEIROS ALVES,126,SUPLENTE
70,VILSON OSNI DA SILVA,1829,NÃO ELEITO
15,VILSON GONÇALVES,3972,ELEITO
19456,VILSON BARBOSA DE SÁ,392,SUPLENTE
15115,VILSON ALVES DOS SANTOS,386,SUPLENTE
19222,VILMAR VIANA LUCENA,39,SUPLENTE
19777,VILMAR PEREIRA DA SILVA,176,SUPLENTE
45777,VILMAR OROZIMBO,6,SUPLENTE
55456,VILMAR NUNES CORREA,179,SUPLENTE
12555,VILMAR NEVES DA SILVA,24,NÃO ELEITO
45100,VILMAR MANOEL DA SILVA,348,SUPLENTE
20333,VILMAR GONÇALVES DA SILVA,5,SUPLENTE
20888,VILMA TEREZINHA GOMES DA PAIXÃO,6,SUPLENTE
65333,VILMA TAVARES MORAES,3,NÃO ELEITO
25111,VILMA MARIA ROSA DA SILVA,425,SUPLENTE
55100,VILMA DE OLIVEIRA MODESTO,216,SUPLENTE
40100,VILMA DA SILVA LEITE,66,SUPLENTE
45120,VILMA CASSIA VIANA TAVARES,59,SUPLENTE
15000,VILI OLIVEIRA FONTES FILHO,46,SUPLENTE
13000,VILCIMAR PEREIRA DOS SANTOS,71,NÃO ELEITO
55700,VILANI VEIGAS DOS SANTOS,11,SUPLENTE
65555,VICTORIA BEATRIZ DIAS SILVA,32,NÃO ELEITO
17123,VICTOR THEMISTOCLES COSTA TAVARES,120,NÃO ELEITO
25235,VICTOR RATCLIFF DAMASCENO COSTA,180,SUPLENTE
90765,VICTOR NASCIMENTO CORREA,43,SUPLENTE
22777,VICTOR MANOEL NASCIMENTO DA FONSECA,75,SUPLENTE
40777,VICTOR KALLEGARY VASCONCELOS MORAES,68,NÃO ELEITO
14611,VICTOR HUGO MOREIRA DA CUNHA JUNIOR,297,SUPLENTE
40112,VICTOR HUGO DO CARMO BRANCO DA SILVA,453,SUPLENTE
15,VICTOR CORREA CASSIANO,35722,ELEITO
15630,VICTOR CONDE DE OLIVEIRA,834,SUPLENTE
17123,VICENTE SOARES MACHADO,123,NÃO ELEITO
55888,VICENTE FERREIRA DOS SANTOS,44,SUPLENTE
15,VICENTE DE PAULO FERREIRA OLIVEIRA,7081,ELEITO
55500,VICENTE DE PAULA MONTEIRO DE MORAES,314,SUPLENTE
13013,VICENTE DE PAULA GONÇALVES NOGUEIRA,45,NÃO ELEITO
90222,VICENTE DA NATIVIDADE FERREIRA,2,NÃO ELEITO
15777,VICENTE CORTEZ JUNIOR,297,SUPLENTE
25000,VICENTE CARVALHO DAS MERCÊS,12,SUPLENTE
13100,VICENTE ANTONIO DA SILVA,84,SUPLENTE
15888,VERONICA SOARES PINHO,13,SUPLENTE
45500,VERONICA SANTOS RIBAS,7,SUPLENTE
70051,VERONICA SANTOS CUNHA,234,SUPLENTE
28123,VERONICA PEDROSO MIKS,23,NÃO ELEITO
23123,VERONICA DE LIMA PLACIDO,147,NÃO ELEITO
28222,VERLANE ALFAIA SOUZA,278,SUPLENTE
40333,VERIVALDO ALVES RIBEIRO,112,SUPLENTE
23999,VERISSIMO MANOEL DOS SANTOS,68,SUPLENTE
43431,VERISIA ALVES LARANJEIRA,15,NÃO ELEITO
28344,VERINALDO PEDROSO DE ASSIS,11,NÃO ELEITO
65111,VERINALDO FERREIRA DOS ANJOS,85,NÃO ELEITO
15465,VERIDIANO SOUSA DE SALES,75,SUPLENTE
28,VERBENA PAZ DA SILVA,346,NÃO ELEITO
90789,VERAZINA DE JESUS MELO CADETE,44,NÃO ELEITO
15554,VERA MARIA PEREIRA DE ANDRADE,18,SUPLENTE
45555,VERA MARIA DE OLIVEIRA,84,NÃO ELEITO
45234,VERA LÚCIA PEREIRA SOUZA,39,SUPLENTE
55555,VERA LÚCIA MAGRI PEDROSO,155,SUPLENTE
13123,VERA LÚCIA DE SOUZA DUTRA NASCIMENTO,64,NÃO ELEITO
20141,VERA LUCIA VITORIANO FERREIRA DE JESUS,39,SUPLENTE
12200,VERA LUCIA VALADARES FERNANDES,49,SUPLENTE
25999,VERA LUCIA TAVRES DE LIMA,17,SUPLENTE
25999,VERA LUCIA SOARES FARIAS,15,SUPLENTE
40369,VERA LUCIA SANTOS DE LIMA,5,NÃO ELEITO
10132,VERA LUCIA MAGALHAES DE FREITAS,5,NÃO ELEITO
65192,VERA LUCIA LACERDA,14,SUPLENTE
45345,VERA LUCIA FERREIRA DOS SANTOS,73,SUPLENTE
15345,VERA LUCIA DOS SANTOS WANDERLEY,11,SUPLENTE
25325,VERA LUCIA DOS SANTOS FERREIRA,102,SUPLENTE
13013,VERA LUCIA DE SOUZA MADEIRO,297,SUPLENTE
25222,VERA LUCIA DE SOUZA HENRIQUE,545,ELEITO POR MÉDIA
25333,VERA LUCIA DE SOUZA CUNHA,0,NÃO ELEITO
51555,VERA LUCIA DA SILVA GONÇALVES DE OLIVEIRA,16,NÃO ELEITO
36006,VERA LUCIA DA SILVA CAMPOS CARDOSO,19,NÃO ELEITO
10001,VERA LUCIA DA SILVA BRITO,10,SUPLENTE
45888,VERA LUCIA DA ENCARNAÇÃO CARNEIRO,17,SUPLENTE
22322,VERA LUCIA COELHO MACHADO,91,SUPLENTE
65597,VERA LUCIA CEZARIO AZEVEDO,4,NÃO ELEITO
25111,VERA LUCIA AGUIAR CASTRO ROCHA,68,SUPLENTE
15333,VERA FURTADO ALVES,13,SUPLENTE
45333,VERA CLAUDIA COSTA SILVA,4,SUPLENTE
43,VENOS TACARA DE JESUS BARROSO DA IGREJA,706,NÃO ELEITO
77177,VENINO PAIXÃO DE MORAES,36,NÃO ELEITO
14333,VENINA SILVA MONTEIRO,79,SUPLENTE
55147,VENILSON VIEIRA DE PAIVA,30,SUPLENTE
12125,VENILSON LOPES DE LIMA,43,SUPLENTE
13769,VENILSON JOSE TAVEIRA DA SILVA,245,NÃO ELEITO
14155,VENILDO CARDOSO MACHADO,36,SUPLENTE
22444,VENICIO SANTOS COSTA,431,SUPLENTE
27027,VENER RIOS,4,NÃO ELEITO
22147,VENANCIO SOUSA BRITO,63,SUPLENTE
55789,VENANCIO JOSE LEAO DO AMARAL,173,SUPLENTE
90100,VELBER AUGUSTO PANTOJA CONCEIÇÃO,119,NÃO ELEITO
23111,VATERNO DA COSTA GOMES,32,NÃO ELEITO
22000,VASITON JOÃO FILHO MATOS,273,ELEITO POR QP
25255,VARLICE MARIA GOMES GONÇALVES,242,SUPLENTE
20400,VARLENE REGINA ROSA NASCIMENTO,24,SUPLENTE
10123,VARLENE CORREA SILVA ALVES,113,NÃO ELEITO
13123,VANUZA REIS DOS SANTOS,120,NÃO ELEITO
70000,VANUZA OLIVEIRA DA SILVA DE SOUSA,449,ELEITO POR QP
27198,VANUZA MACHADO DOS SANTOS,0,NÃO ELEITO
10555,VANUZA KELLY BRITO DE OLIVEIRA,9,NÃO ELEITO
65999,VANUZA CARDOSO BORGES,25,SUPLENTE
51800,VANUSIA RAMOS DOS SANTOS,15,SUPLENTE
40222,VANUSA SOARES DOS SANTOS,100,ELEITO POR MÉDIA
45500,VANUSA PINHEIRO DA SILVA,19,SUPLENTE
20020,VANUSA MARIA ALVES DA SILVA,115,SUPLENTE
51333,VANUSA BENICIO OLIVEIRA,32,NÃO ELEITO
55055,VANURES ALVES DE SOUZA,87,NÃO ELEITO
45001,VANJA DE NAZARE BARREIRA MAGNO DOS SANTOS,187,SUPLENTE
45456,VANIZE SALES SOEIRO,267,SUPLENTE
70123,VANIVALDO DE JESUS MACEDO,313,ELEITO POR QP
12444,VANILZA ARCANJO DA COSTA DA FONSECA,7,SUPLENTE
14222,VANILTON LOPES DE LIMA,511,SUPLENTE
90013,VANILSON MEDEIROS DA CONCEIÇÃO,38,NÃO ELEITO
45123,VANILSON FRANK BARRETO DE OLIVEIRA,1125,ELEITO POR QP
20551,VANILSON DE PAULA FERREIRA,54,NÃO ELEITO
13024,VANILSON BORGES SOUZA,11,SUPLENTE
20111,VANILDO AGUIAR DA SILVA,608,ELEITO POR QP
45450,VANILDA GONSALVES DA SILVA,277,SUPLENTE
45777,VANILDA DA SILVA MORAIS,1,SUPLENTE
20000,VANIELE DO NASCIMENTO BARBOSA,448,ELEITO POR QP
12123,VANIA NASCIMENTO DA SILVA,810,ELEITO POR MÉDIA
22222,VANIA MARIA MONTEIRO PINHEIRO,638,ELEITO POR MÉDIA
65015,VANIA MARIA MACHADO,16,NÃO ELEITO
55235,VANIA LUCIA PANTOJA MENEZES,23,SUPLENTE
45555,VANIA FRANCISCA DE LIMA,166,SUPLENTE
40000,VANETE PEREIRA RODRIGUES,78,SUPLENTE
10011,VANESSA TERTO LIMA,8,SUPLENTE
11444,VANESSA SILVA SANTOS,16,SUPLENTE
12900,VANESSA SILVA NASCIMENTO,0,NÃO ELEITO
20321,VANESSA SILVA BEGOT,106,NÃO ELEITO
19993,VANESSA PINHEIRO DA SILVA,12,SUPLENTE
19888,VANESSA PEREIRA ROSA DA CUNHA,0,NÃO ELEITO
43789,VANESSA PANTOJA DOS SANTOS,51,SUPLENTE
90333,VANESSA NASCIMENTO SANTOS,6,SUPLENTE
10888,VANESSA MARQUES ROCHA,16,NÃO ELEITO
45010,VANESSA MANUELLE DE ARAUJO SILVA,19,SUPLENTE
25250,VANESSA KIUA MACEDO,31,SUPLENTE
19333,VANESSA JANAINA BRITO LEMOS,36,SUPLENTE
15,VANESSA GUSMÃO MIRANDA,7136,ELEITO
14100,VANESSA GOMES NEVES BRAGA,155,SUPLENTE
50321,VANESSA EGLA ROCHA DO NASCIMENTO,92,SUPLENTE
40222,VANESSA DOS SANTOS PEREIRA,12,SUPLENTE
23690,VANESSA DE SOUSA MONÇÃO,6,SUPLENTE
25255,VANESSA DA CONCEICAO PEREIRA,23,NÃO ELEITO
70999,VANESSA CRISTINA TEIXEIRA SILVA,10,SUPLENTE
12000,VANESSA CRISTINA MORAES FAVACHO,42,NÃO ELEITO
22333,VANER FERREIRA CARDOSO,230,ELEITO POR QP
43888,VANEIDE GONÇALVES SANTOS,122,SUPLENTE
15200,VANEIDE DE SOUSA COSTA,6,SUPLENTE
14142,VANDSON SOUZA GONCALVES,243,SUPLENTE
11007,VANDSON MOTA ALENCAR,11,SUPLENTE
22622,VANDO LUIZ FERREIRA SANTOS,519,ELEITO POR QP
10666,VANDO JOSE MOREIRA GOMES,77,SUPLENTE
10555,VANDO CARLOS REGO DOS SANTOS,75,NÃO ELEITO
22456,VANDIR JOSE CHAGAS DA FONSECA,180,SUPLENTE
12500,VANDILEIA BRAGA DOS SANTOS,5,NÃO ELEITO
11111,VANDICK JOSÉ DE OLIVEIRA LIMA,216,SUPLENTE
70369,VANDEVELDE VIEIRA DE SOUSA,53,NÃO ELEITO
45000,VANDERVALDO SILVA ARAÚJO,27,NÃO ELEITO
15744,VANDERSON VALMIR MOREIRA DOS SANTOS,0,SUPLENTE
45123,VANDERSON GARCIA FERREIRA,683,ELEITO POR QP
45555,VANDERRAY LIMA DA SILVA,1831,ELEITO POR MÉDIA
55000,VANDERMARIO CHAVES DE SOUZA,218,SUPLENTE
20852,VANDERLEY GOMES CHAVES,174,SUPLENTE
50,VANDERLEY DE SOUSA ARAÚJO,537,NÃO ELEITO
40200,VANDERLEIA SOARES DO NASCIMENTO,4,NÃO ELEITO
50333,VANDERLEIA DA SILVA FURTADO,21,NÃO ELEITO
12124,VANDERLEI PEREIRA DA COSTA,33,SUPLENTE
51234,VANDERLEI ONOFRE DA SILVA,39,SUPLENTE
65000,VANDERLEI MACIEL PINHEIRO,35,SUPLENTE
22123,VANDERLEI FERNANDES DE OLIVEIRA,89,ELEITO POR MÉDIA
20000,VANDERLEI DE JESUS DE SOUZA FERREIRA,86,SUPLENTE
12222,VANDERLEI DA SILVA GOMES,287,SUPLENTE
77456,VANDERLEI CARDOSO GOMES DE PAULA,16,NÃO ELEITO
22777,VANDERLEI AUGUSTO DE BRITO,133,SUPLENTE
10456,VANDERLEI AGUIAR,25,NÃO ELEITO
13249,VANDERLEA LOPES DOS SANTOS,6,NÃO ELEITO
70522,VANDERLANE PORTELA DOS SANTOS,49,SUPLENTE
40777,VANDERLANDIO DANTAS DA SILVA,98,SUPLENTE
12971,VANDERLAN PEREIRA DE ARAUJO,8,SUPLENTE
19888,VANDERLAN OLIVEIRA DE CARVALHO,52,NÃO ELEITO
14688,VANDERJAIME SANTOS LEITE,563,ELEITO POR MÉDIA
22123,VANDER RUBENS SILVA DE SOUZA,710,ELEITO POR QP
25123,VANDER NOBRE DE OLIVEIRA,92,NÃO ELEITO
10007,VANDER CARVALHO DA CONCEIÇÃO,13,NÃO ELEITO
20020,VANDELSON BARBOSA CORREIA,91,SUPLENTE
20234,VANDEILSON ALVES VASCONCELOS,77,SUPLENTE
10111,VANDACY DA SILVA CASTRO,446,SUPLENTE
13600,VANDA LÚCIA DOS SANTOS SOARES,13,SUPLENTE
23233,VANANCI MARIA NINA LIMA,29,NÃO ELEITO
14222,VANACY DO SOCORRO LEÃO DO AMARAL,803,SUPLENTE
27111,VALÉRIO ADELINO BATISTA IMBIRIBA,0,NÃO ELEITO
45123,VALÉRIA RODRIGUES FARIAS,45,SUPLENTE
40333,VALÉRIA FERREIRA GODOI,74,NÃO ELEITO
11114,VALÉRIA CARDOSO,27,NÃO ELEITO
13313,VALÉRIA BARROS CAMPOS,312,SUPLENTE
77555,VALVENILDO ABREU SOUSA,69,SUPLENTE
65678,VALTINHO SOCORRO DOS SANTOS MOREIRA,10,NÃO ELEITO
43444,VALTER SOARES DOS SANTOS,32,NÃO ELEITO
51051,VALTER RODRIGUES OLIVEIRA,7,NÃO ELEITO
22789,VALTER PINHEIRO DE SOUZA,61,SUPLENTE
90999,VALTER MORAES PAZ,101,SUPLENTE
25223,VALTER LOPES BOUEZ,2,SUPLENTE
15100,VALTER FERREIRA DE OLIVEIRA,241,SUPLENTE
45111,VALTER DENADAI,21,SUPLENTE
40333,VALTER CORDEIRO DA SILVA,10,NÃO ELEITO
40222,VALTER CHAGAS DA FONSECA,70,SUPLENTE
22222,VALTER ALVES FERREIRA,48,NÃO ELEITO
11234,VALTER ALMEIDA DE SOUSA,17,SUPLENTE
10555,VALTEMIR JOSÉ DA ROCHA,58,SUPLENTE
14114,VALTEIRES MACIEL LEITE,60,SUPLENTE
15456,VALTEBACIO LIMA CARVALHO,226,SUPLENTE
12345,VALTAIR TEIXEIRA DA ROSA,161,SUPLENTE
10007,VALQUÍRIA ALCÂNTARA DA SILVA,23,NÃO ELEITO
14322,VALQUIRIA FERNANDES DA SILVA,1,SUPLENTE
12333,VALQUELE DE MATOS SILVA,14,NÃO ELEITO
45000,VALNIR RODRIGUES MONTEIRO,165,SUPLENTE
13000,VALNIR ALVINO DO AMARAL,35,SUPLENTE
15661,VALNICI NASCIMENTO LOURINHO,181,SUPLENTE
15258,VALNEIDE GOMES RODRIGUES,14,SUPLENTE
40888,VALNEIA DA SILVA SOUSA,276,SUPLENTE
14144,VALNEI SANTOS DA SILVA,255,NÃO ELEITO
25120,VALMOR FERREIRA,86,SUPLENTE
45999,VALMOR CAZOL PEREIRA,54,SUPLENTE
18888,VALMISON CLEBER CHAGAS DE GOES,53,NÃO ELEITO
15777,VALMISO ALVES LIMA,145,SUPLENTE
43011,VALMIR TEIXEIRA DOS SANTOS,156,SUPLENTE
14555,VALMIR ROBERTO TRINDADE VASCONCELOS,159,SUPLENTE
55,VALMIR QUEIROZ MARIANO,13194,NÃO ELEITO
15111,VALMIR MANOEL SANTANA,136,SUPLENTE
45045,VALMIR LEITE LIMA,104,SUPLENTE
70444,VALMIR LAIA SOUZA,258,NÃO ELEITO
15615,VALMIR GONÇALVES DA SILVA,436,SUPLENTE
45221,VALMIR GALVÃO DOS SANTOS,11,SUPLENTE
40555,VALMIR DE SOUSA DIAS,13,NÃO ELEITO
25277,VALMIR DE OLIVEIRA RIBEIRO,105,SUPLENTE
10456,VALMIR COSTA DO CARMO,66,SUPLENTE
15,VALMIR CLIMACO DE AGUIAR,42077,ELEITO
12000,VALMIR BARBOSA DA SILVA,35,SUPLENTE
22123,VALMIR ARAUJO RODRIGUES,798,ELEITO POR QP
12333,VALMIN CORREA DA TRINDADE,254,SUPLENTE
22141,VALMECI GOMES DA SILVA,56,SUPLENTE
20222,VALKIRIA DE CRISTO BENTES,38,SUPLENTE
90222,VALFRIDE RODRIGUES DOS SANTOS,414,ELEITO POR QP
65456,VALFREDO FEITOSA DA SILVA,93,NÃO ELEITO
20222,VALESCA CAETANO EVANGELISTA,93,SUPLENTE
13123,VALERIANO RIBEIRO NETO,11,NÃO ELEITO
51234,VALERIA VIEIRA DA SILVA CARLOS GOMES,379,NÃO ELEITO
10190,VALERIA SANTOS CAETANO,116,NÃO ELEITO
45123,VALERIA MENDONCA COSTA,285,ELEITO POR QP
13222,VALERIA MARIA NEVES ALMEIDA,112,NÃO ELEITO
11456,VALERIA GUIMARAES SILVA,51,SUPLENTE
27007,VALERIA DAS GRACAS NUNES DE OLIVEIRA,9,NÃO ELEITO
12345,VALERIA DA SILVA DE FREITAS,6,NÃO ELEITO
70070,VALERIA CRAVO FARIAS,4,SUPLENTE
55177,VALERIA ALVES DA SILVA LIMA,53,SUPLENTE
13000,VALENTIM LIMA CORREA,143,SUPLENTE
20234,VALDSON SILVA DA PAIXAO,243,SUPLENTE
51555,VALDSON PEREIRA SOUSA,9,NÃO ELEITO
90678,VALDSON DA COSTA OSORIO,26,SUPLENTE
13555,VALDSON ALVES PONTES,21,SUPLENTE
20163,VALDONEZ JOSE SOUZA GUIMARAES,120,SUPLENTE
17222,VALDONES GOMES DE FREITAS,221,SUPLENTE
45250,VALDOMIRO ROBERTO DE FIGUEIREDO,309,SUPLENTE
10111,VALDOMIRO LICATA DE SOUSA,16,SUPLENTE
40045,VALDOMIRO FIGUEIREDO SIQUEIRA,77,SUPLENTE
90000,VALDOMIRO BATISTA DA SILVA,369,SUPLENTE
19987,VALDO DOS SANTOS NOGUEIRA,224,NÃO ELEITO
55123,VALDO DA SILVA MONTEIRO,46,NÃO ELEITO
15500,VALDIVINO RODRIGUES LOPES,181,SUPLENTE
40333,VALDIVINO LOPES FERREIRA,41,SUPLENTE
25321,VALDIVINO LIRA SOARES,19,SUPLENTE
45678,VALDIVINO DE SOUZA PEREIRA,55,SUPLENTE
40151,VALDIVINO DE OLIVEIRA,54,NÃO ELEITO
